Student_ID,Gender,Study_Hours_per_Week,Attendance_Percentage,Sleep_Hours_Per_Night,Internet_Access_at_Home,Previous_Exam_Score,Extracurricular_Activities,Final_Exam_Score,Pass_Fail
S3834,Female,13,79,8.8,No,43,Yes,33,Fail
S3835,Female,9,93,4.5,No,69,Yes,44,Fail
S3836,Male,31,58,4.7,Yes,88,No,68,Pass
S3837,Female,19,81,6.0,No,45,No,53,Pass
S3838,Female,9,60,8.9,No,82,Yes,39,Fail
S3839,Female,14,90,8.4,Yes,86,Yes,52,Pass
S3840,Female,28,82,6.5,No,86,Yes,74,Pass
S3841,Male,27,65,6.6,Yes,80,No,53,Pass
S3842,Male,14,75,9.0,Yes,98,No,49,Fail
S3843,Male,28,100,7.8,Yes,74,Yes,60,Pass
S3844,Male,26,65,7.2,No,86,Yes,52,Pass
S3845,Female,38,59,7.1,No,93,Yes,76,Pass
S3846,Male,14,70,4.6,No,64,Yes,48,Fail
S3847,Male,7,50,4.6,Yes,69,Yes,35,Fail
S3848,Male,25,62,7.1,No,85,Yes,63,Pass
S3849,Female,21,67,5.8,No,85,Yes,63,Pass
S3850,Male,26,92,6.7,No,47,Yes,63,Pass
S3851,Male,29,90,9.1,Yes,84,No,60,Pass
S3852,Male,18,91,8.4,Yes,90,No,67,Pass
S3853,Male,9,81,6.6,Yes,59,Yes,45,Fail
S3854,Female,35,93,5.2,Yes,100,Yes,85,Pass
S3855,Male,30,96,4.9,No,42,Yes,57,Pass
S3856,Female,20,75,9.1,Yes,83,Yes,48,Fail
S3857,Female,35,99,8.7,Yes,85,No,66,Pass
S3858,Female,23,68,5.1,Yes,76,Yes,46,Fail
S3859,Female,18,87,4.7,No,89,Yes,54,Pass
S3860,Female,12,54,5.5,No,58,No,33,Fail
S3861,Female,12,74,7.8,No,53,Yes,46,Fail
S3862,Male,37,58,5.6,No,55,Yes,52,Pass
S3863,Male,36,65,8.7,No,44,No,60,Pass
S3864,Male,32,92,9.0,No,44,No,52,Pass
S3865,Female,24,74,6.5,No,82,No,50,Pass
S3866,Male,17,61,6.6,No,81,No,54,Pass
S3867,Male,12,54,7.1,No,91,Yes,48,Fail
S3868,Female,39,71,6.7,No,39,No,63,Pass
S3869,Male,33,59,5.0,Yes,93,Yes,68,Pass
S3870,Male,40,91,6.3,Yes,34,Yes,50,Pass
S3871,Male,23,58,9.0,Yes,69,Yes,58,Pass
S3872,Female,19,88,8.2,No,53,Yes,40,Fail
S3873,Female,25,88,6.9,Yes,98,Yes,66,Pass
S3874,Male,9,62,6.8,Yes,56,No,36,Fail
S3875,Male,16,81,7.5,Yes,85,No,60,Pass
S3876,Female,28,94,8.5,No,46,Yes,62,Pass
S3877,Female,29,88,7.8,No,61,No,60,Pass
S3878,Male,26,54,8.9,Yes,73,No,53,Pass
S3879,Female,7,74,6.8,No,96,Yes,47,Fail
S3880,Female,17,86,8.1,Yes,80,Yes,62,Pass
S3881,Female,40,85,8.3,Yes,90,No,73,Pass
S3882,Male,20,64,7.4,No,86,Yes,48,Fail
S3883,Female,37,95,5.5,Yes,86,No,74,Pass
S3884,Male,5,91,7.0,No,41,Yes,37,Fail
S3885,Male,31,75,5.9,Yes,50,Yes,47,Fail
S3886,Male,20,73,4.7,Yes,86,Yes,54,Pass
S3887,Female,23,53,5.4,No,79,Yes,60,Pass
S3888,Female,5,50,8.2,No,31,No,24,Fail
S3889,Male,38,81,7.9,Yes,96,Yes,85,Pass
S3890,Female,34,81,6.9,No,51,No,65,Pass
S3891,Female,6,95,5.3,No,84,Yes,49,Fail
S3892,Female,19,57,7.0,No,51,No,35,Fail
S3893,Female,16,99,8.5,No,80,Yes,56,Pass
S3894,Male,7,59,6.5,No,34,No,34,Fail
S3895,Male,35,84,4.9,Yes,74,No,57,Pass
S3896,Female,33,94,5.5,No,44,No,67,Pass
S3897,Male,13,54,6.0,Yes,45,Yes,35,Fail
S3898,Female,20,98,6.0,Yes,59,No,52,Pass
S3899,Female,36,67,7.8,Yes,90,Yes,61,Pass
S3900,Male,38,75,6.0,Yes,76,No,77,Pass
S3901,Female,9,85,9.2,No,97,No,51,Pass
S3902,Female,16,50,7.6,No,51,No,48,Fail
S3903,Male,18,63,7.8,Yes,73,Yes,59,Pass
S3904,Female,8,62,6.8,Yes,70,No,51,Pass
S3905,Female,31,97,7.7,Yes,84,Yes,73,Pass
S3906,Male,32,89,5.4,No,89,Yes,72,Pass
S3907,Male,22,83,7.5,No,53,No,56,Pass
S3908,Male,18,94,8.2,Yes,31,Yes,33,Fail
S3909,Male,36,77,9.3,Yes,62,Yes,56,Pass
S3910,Female,29,83,7.8,Yes,68,No,64,Pass
S3911,Male,30,58,8.2,No,74,Yes,68,Pass
S3912,Female,16,92,7.7,No,45,Yes,52,Pass
S3913,Female,38,54,4.6,Yes,37,No,50,Pass
S3914,Male,40,75,7.4,Yes,66,Yes,67,Pass
S3915,Female,35,50,5.8,Yes,86,Yes,57,Pass
S3916,Male,12,91,5.4,Yes,64,No,55,Pass
S3917,Male,11,90,9.2,No,82,Yes,55,Pass
S3918,Female,26,60,7.7,Yes,49,No,56,Pass
S3919,Female,24,99,5.3,Yes,91,Yes,69,Pass
S3920,Female,23,86,5.7,No,61,Yes,63,Pass
S3921,Female,28,98,9.4,No,86,Yes,59,Pass
S3922,Male,18,55,5.5,Yes,44,Yes,35,Fail
S3923,Male,24,78,7.6,Yes,56,No,44,Fail
S3924,Male,19,74,6.6,No,91,No,62,Pass
S3925,Male,40,61,5.4,Yes,34,Yes,55,Pass
S3926,Female,18,77,9.0,No,68,Yes,56,Pass
S3927,Female,9,59,5.9,No,62,No,46,Fail
S3928,Female,20,94,4.9,Yes,77,Yes,58,Pass
S3929,Female,25,53,9.0,Yes,70,Yes,55,Pass
S3930,Male,19,66,9.5,No,90,Yes,59,Pass
S3931,Female,20,75,8.8,Yes,42,No,52,Pass
S3932,Male,22,98,5.5,Yes,37,Yes,52,Pass
S3933,Female,37,79,5.4,Yes,38,No,47,Fail
S3934,Female,13,75,9.2,No,75,Yes,57,Pass
S3935,Male,31,62,6.5,Yes,90,No,58,Pass
S3936,Female,38,54,9.3,Yes,38,No,49,Fail
S3937,Female,17,92,7.1,No,73,Yes,65,Pass
S3938,Male,30,68,4.6,No,94,Yes,57,Pass
S3939,Male,34,98,7.1,No,66,No,59,Pass
S3940,Female,15,61,8.0,Yes,59,Yes,46,Fail
S3941,Male,19,54,5.3,No,53,Yes,33,Fail
S3942,Male,16,77,8.7,No,43,No,49,Fail
S3943,Female,7,70,6.6,No,86,Yes,46,Fail
S3944,Male,34,72,5.5,Yes,94,No,67,Pass
S3945,Female,19,64,7.6,No,54,No,36,Fail
S3946,Male,11,90,9.2,Yes,38,No,47,Fail
S3947,Female,22,84,6.6,Yes,70,No,63,Pass
S3948,Male,21,96,6.8,Yes,48,Yes,41,Fail
S3949,Male,21,74,8.1,No,45,No,38,Fail
S3950,Female,38,58,6.8,Yes,70,Yes,71,Pass
S3951,Male,11,63,5.3,Yes,87,Yes,51,Pass
S3952,Female,39,67,8.0,Yes,36,Yes,55,Pass
S3953,Male,6,92,7.4,Yes,98,Yes,66,Pass
S3954,Female,5,95,8.2,Yes,57,No,42,Fail
S3955,Female,21,96,8.3,No,95,Yes,58,Pass
S3956,Female,8,58,5.6,Yes,40,Yes,30,Fail
S3957,Male,24,82,7.3,Yes,59,No,53,Pass
S3958,Female,39,93,6.4,No,75,Yes,72,Pass
S3959,Female,31,51,5.4,Yes,63,No,45,Fail
S3960,Female,25,58,7.2,Yes,98,Yes,53,Pass
S3961,Female,36,90,6.2,Yes,99,Yes,74,Pass
S3962,Female,13,74,7.1,Yes,48,No,33,Fail
S3963,Male,28,92,6.2,No,39,Yes,56,Pass
S3964,Female,34,87,7.8,No,44,No,51,Pass
S3965,Male,19,84,8.9,Yes,50,Yes,39,Fail
S3966,Male,18,88,8.6,No,62,Yes,43,Fail
S3967,Male,11,91,7.0,No,71,No,46,Fail
S3968,Female,11,53,9.4,No,42,Yes,37,Fail
S3969,Female,32,69,6.0,No,44,Yes,57,Pass
S3970,Female,38,77,5.3,Yes,73,No,76,Pass
S3971,Female,15,82,8.8,No,40,No,46,Fail
S3972,Female,18,68,5.7,Yes,30,Yes,41,Fail
S3973,Male,31,76,9.0,Yes,67,No,59,Pass
S3974,Female,37,54,5.4,Yes,85,Yes,73,Pass
S3975,Female,5,60,8.4,Yes,43,Yes,22,Fail
S3976,Male,14,100,5.9,No,73,No,48,Fail
S3977,Male,31,62,4.6,No,95,Yes,52,Pass
S3978,Male,33,71,6.5,No,74,Yes,54,Pass
S3979,Female,19,87,8.0,Yes,70,No,45,Fail
S3980,Female,40,72,6.1,Yes,34,No,63,Pass
S3981,Female,35,69,7.3,Yes,77,Yes,70,Pass
S3982,Male,13,58,8.5,Yes,50,No,28,Fail
S3983,Male,24,95,7.5,No,91,Yes,68,Pass
S3984,Female,5,95,6.7,No,58,No,37,Fail
S3985,Female,17,96,6.6,No,85,No,56,Pass
S3986,Male,40,66,5.9,No,79,No,62,Pass
S3987,Female,9,67,7.8,No,83,No,42,Fail
S3988,Female,23,71,4.6,No,38,Yes,43,Fail
S3989,Female,10,98,8.0,No,87,No,66,Pass
S3990,Male,6,59,5.9,Yes,31,No,17,Fail
S3991,Male,39,60,4.9,Yes,37,No,49,Fail
S3992,Male,22,100,6.1,Yes,67,No,51,Pass
S3993,Female,18,59,9.2,Yes,64,Yes,53,Pass
S3994,Male,31,65,8.8,Yes,86,Yes,67,Pass
S3995,Female,35,90,6.0,Yes,98,No,81,Pass
S3996,Male,28,85,5.9,Yes,56,No,50,Pass
S3997,Female,17,90,9.5,No,37,No,37,Fail
S3998,Male,10,73,7.6,Yes,78,No,47,Fail
S3999,Female,32,91,6.5,No,36,Yes,59,Pass
S4000,Female,19,94,5.8,No,34,Yes,52,Pass
S4001,Male,24,92,7.6,No,74,Yes,51,Pass
S4002,Female,23,54,7.2,No,68,Yes,59,Pass
S4003,Male,23,72,8.4,No,82,Yes,67,Pass
S4004,Male,20,77,7.6,Yes,71,Yes,51,Pass
S4005,Female,21,60,9.1,No,49,Yes,34,Fail
S4006,Female,22,51,6.6,No,74,Yes,47,Fail
S4007,Male,26,63,9.0,No,40,Yes,37,Fail
S4008,Male,29,54,4.5,No,71,Yes,49,Fail
S4009,Female,35,96,6.0,Yes,94,No,73,Pass
S4010,Male,28,66,7.5,No,86,No,62,Pass
S4011,Female,8,88,8.3,No,48,No,40,Fail
S4012,Male,21,96,7.3,Yes,76,Yes,66,Pass
S4013,Male,15,88,6.3,Yes,82,No,63,Pass
S4014,Female,37,90,7.0,No,57,No,63,Pass
S4015,Female,17,82,8.2,Yes,99,No,54,Pass
S4016,Male,20,90,5.2,Yes,83,No,71,Pass
S4017,Male,14,54,7.2,Yes,94,No,56,Pass
S4018,Female,10,76,8.8,No,71,Yes,53,Pass
S4019,Female,33,75,7.6,No,69,Yes,56,Pass
S4020,Female,34,93,8.5,Yes,52,No,62,Pass
S4021,Male,7,91,8.1,Yes,30,Yes,33,Fail
S4022,Female,32,81,5.4,No,64,No,54,Pass
S4023,Female,38,88,7.9,Yes,76,Yes,76,Pass
S4024,Female,34,69,7.8,Yes,65,Yes,63,Pass
S4025,Female,34,80,9.5,Yes,53,Yes,52,Pass
S4026,Female,21,88,5.6,No,45,No,58,Pass
S4027,Male,10,58,5.6,Yes,100,No,53,Pass
S4028,Female,27,99,4.9,Yes,94,No,76,Pass
S4029,Male,25,50,6.7,Yes,39,Yes,37,Fail
S4030,Male,21,76,6.3,No,48,No,44,Fail
S4031,Female,21,74,8.9,Yes,70,No,53,Pass
S4032,Female,24,95,8.7,Yes,94,No,69,Pass
S4033,Female,31,86,5.7,Yes,49,Yes,48,Fail
S4034,Female,15,88,7.3,Yes,83,Yes,55,Pass
S4035,Female,20,75,8.4,Yes,76,No,56,Pass
S4036,Male,38,69,5.2,Yes,45,Yes,47,Fail
S4037,Male,23,84,4.9,No,52,Yes,54,Pass
S4038,Male,32,55,8.3,Yes,83,No,60,Pass
S4039,Female,13,99,8.7,No,55,No,49,Fail
S4040,Female,40,82,4.5,No,54,No,66,Pass
S4041,Male,17,74,8.1,Yes,35,No,34,Fail
S4042,Female,12,71,8.8,Yes,52,No,38,Fail
S4043,Female,39,71,7.2,No,59,No,71,Pass
S4044,Female,14,59,8.5,No,34,Yes,37,Fail
S4045,Male,22,61,8.2,No,46,Yes,48,Fail
S4046,Male,37,77,8.5,No,53,No,62,Pass
S4047,Male,7,51,6.1,Yes,97,Yes,52,Pass
S4048,Female,26,84,8.9,Yes,89,No,71,Pass
S4049,Male,5,53,8.3,No,64,Yes,42,Fail
S4050,Male,35,92,9.0,Yes,98,Yes,69,Pass
S4051,Female,22,78,5.1,Yes,32,No,42,Fail
S4052,Male,14,52,6.9,Yes,55,Yes,42,Fail
S4053,Female,15,87,8.9,Yes,86,No,52,Pass
S4054,Male,5,59,8.5,No,64,Yes,27,Fail
S4055,Male,21,66,6.4,No,66,No,45,Fail
S4056,Female,10,59,6.0,No,30,No,32,Fail
S4057,Male,6,94,6.0,No,100,Yes,65,Pass
S4058,Male,40,65,5.8,Yes,75,Yes,70,Pass
S4059,Male,18,83,5.5,Yes,50,Yes,54,Pass
S4060,Female,19,95,8.4,Yes,76,No,54,Pass
S4061,Female,26,71,6.3,Yes,75,Yes,52,Pass
S4062,Female,10,53,4.7,Yes,97,No,49,Fail
S4063,Female,18,89,7.7,No,62,Yes,48,Fail
S4064,Female,12,86,5.8,Yes,45,Yes,31,Fail
S4065,Female,11,75,7.6,No,96,Yes,56,Pass
S4066,Female,19,78,6.8,No,72,No,57,Pass
S4067,Female,15,80,7.2,Yes,69,No,46,Fail
S4068,Female,37,79,8.4,No,36,Yes,46,Fail
S4069,Female,39,68,5.9,No,32,No,60,Pass
S4070,Female,22,62,7.6,Yes,59,No,41,Fail
S4071,Female,21,56,7.2,No,69,No,50,Pass
S4072,Male,29,99,8.5,Yes,91,Yes,80,Pass
S4073,Male,24,95,5.8,No,100,Yes,72,Pass
S4074,Female,37,95,8.7,No,73,No,63,Pass
S4075,Male,40,68,5.8,Yes,96,Yes,65,Pass
S4076,Male,24,99,6.0,Yes,88,Yes,69,Pass
S4077,Female,38,80,6.3,No,94,No,66,Pass
S4078,Male,38,98,9.4,Yes,44,No,61,Pass
S4079,Female,20,65,4.6,No,100,No,58,Pass
S4080,Male,30,92,4.8,No,92,Yes,75,Pass
S4081,Female,21,81,5.2,No,83,Yes,66,Pass
S4082,Male,5,100,7.6,No,97,No,55,Pass
S4083,Male,37,86,5.4,Yes,62,No,68,Pass
S4084,Female,11,55,6.2,No,59,No,29,Fail
S4085,Male,34,67,7.3,No,59,Yes,55,Pass
S4086,Male,7,77,6.3,No,37,No,23,Fail
S4087,Male,9,82,9.4,No,85,Yes,57,Pass
S4088,Female,36,97,4.7,Yes,65,Yes,65,Pass
S4089,Female,39,59,7.3,Yes,57,Yes,69,Pass
S4090,Male,39,96,4.9,Yes,77,No,71,Pass
S4091,Female,14,77,5.9,Yes,71,Yes,48,Fail
S4092,Female,31,98,4.8,Yes,36,No,53,Pass
S4093,Male,26,97,5.4,No,75,No,73,Pass
S4094,Female,40,56,5.6,Yes,96,No,68,Pass
S4095,Female,37,71,6.7,Yes,30,Yes,53,Pass
S4096,Male,15,62,5.6,No,81,No,54,Pass
S4097,Male,15,59,8.7,No,72,No,39,Fail
S4098,Female,9,75,7.9,No,39,Yes,26,Fail
S4099,Female,21,88,7.2,No,80,Yes,70,Pass
S4100,Male,13,83,8.2,Yes,53,Yes,47,Fail
S4101,Male,16,72,9.0,No,63,Yes,51,Pass
S4102,Male,19,79,5.3,Yes,58,Yes,48,Fail
S4103,Male,29,99,8.3,No,60,Yes,60,Pass
S4104,Female,38,82,4.7,Yes,32,Yes,58,Pass
S4105,Male,34,91,9.2,No,87,Yes,70,Pass
S4106,Female,27,61,4.8,No,54,Yes,53,Pass
S4107,Male,19,77,7.0,Yes,72,Yes,44,Fail
S4108,Male,13,76,5.2,No,66,No,52,Pass
S4109,Female,6,83,8.6,Yes,37,Yes,31,Fail
S4110,Male,13,71,8.5,Yes,81,Yes,43,Fail
S4111,Female,36,99,6.1,No,36,Yes,47,Fail
S4112,Male,14,60,6.0,No,36,No,24,Fail
S4113,Female,28,59,4.8,No,52,No,37,Fail
S4114,Female,14,95,6.1,No,42,Yes,38,Fail
S4115,Male,23,94,6.2,No,68,No,62,Pass
S4116,Female,27,52,6.6,No,32,No,50,Pass
S4117,Male,5,95,9.1,No,43,No,37,Fail
S4118,Male,12,57,7.9,Yes,47,Yes,41,Fail
S4119,Female,39,86,9.2,No,99,No,72,Pass
S4120,Male,10,59,8.9,No,60,No,38,Fail
S4121,Female,27,98,8.3,Yes,100,No,77,Pass
S4122,Female,16,70,5.5,No,78,No,62,Pass
S4123,Female,11,57,5.9,No,42,Yes,25,Fail
S4124,Female,32,82,8.9,No,87,No,66,Pass
S4125,Male,30,69,6.1,Yes,100,No,75,Pass
S4126,Female,34,89,4.8,Yes,45,Yes,43,Fail
S4127,Female,40,72,6.0,No,72,Yes,72,Pass
S4128,Male,16,63,7.0,No,73,Yes,39,Fail
S4129,Female,28,75,4.6,Yes,38,No,36,Fail
S4130,Female,19,65,8.5,No,58,No,45,Fail
S4131,Female,6,100,7.3,No,46,Yes,49,Fail
S4132,Female,14,52,7.3,Yes,39,No,41,Fail
S4133,Male,12,50,7.0,No,58,Yes,46,Fail
S4134,Male,27,98,8.8,Yes,34,Yes,54,Pass
S4135,Female,38,90,5.4,No,92,No,79,Pass
S4136,Female,27,50,8.1,Yes,89,No,51,Pass
S4137,Female,20,58,7.3,No,48,Yes,45,Fail
S4138,Female,15,51,9.5,No,56,Yes,34,Fail
S4139,Male,30,79,8.8,Yes,70,Yes,59,Pass
S4140,Female,35,96,7.8,Yes,33,Yes,57,Pass
S4141,Male,21,69,8.0,Yes,78,No,48,Fail
S4142,Female,31,72,6.1,No,84,Yes,72,Pass
S4143,Female,17,55,7.7,Yes,51,Yes,46,Fail
S4144,Female,31,63,6.8,Yes,39,Yes,39,Fail
S4145,Male,29,90,4.8,No,77,No,52,Pass
S4146,Female,32,93,5.6,No,38,Yes,60,Pass
S4147,Female,25,66,5.8,Yes,100,Yes,65,Pass
S4148,Female,9,84,7.6,No,34,No,40,Fail
S4149,Female,12,83,5.2,Yes,76,Yes,52,Pass
S4150,Female,14,62,7.0,Yes,60,No,42,Fail
S4151,Female,23,83,6.1,No,97,No,63,Pass
S4152,Female,37,90,4.6,No,35,No,44,Fail
S4153,Male,6,74,6.8,Yes,90,Yes,59,Pass
S4154,Male,32,55,6.5,No,91,Yes,68,Pass
S4155,Female,26,81,9.4,Yes,36,Yes,40,Fail
S4156,Female,5,82,5.3,No,56,No,48,Fail
S4157,Female,9,65,6.4,No,35,Yes,37,Fail
S4158,Male,14,79,9.3,No,95,No,66,Pass
S4159,Male,40,92,7.7,No,30,No,51,Pass
S4160,Female,28,51,5.5,No,82,Yes,49,Fail
S4161,Female,18,56,6.7,No,65,Yes,56,Pass
S4162,Male,30,60,6.0,Yes,100,Yes,75,Pass
S4163,Female,25,54,7.9,Yes,50,No,40,Fail
S4164,Male,14,75,5.9,No,67,No,51,Pass
S4165,Female,32,69,9.3,No,39,No,53,Pass
S4166,Female,33,91,6.3,No,50,Yes,60,Pass
S4167,Female,19,84,5.4,No,78,Yes,50,Pass
S4168,Male,16,78,7.3,Yes,79,No,44,Fail
S4169,Female,25,50,9.1,Yes,63,No,59,Pass
S4170,Female,38,52,8.2,No,91,No,73,Pass
S4171,Female,32,63,5.2,Yes,82,Yes,67,Pass
S4172,Male,36,58,5.3,No,50,Yes,55,Pass
S4173,Female,16,77,5.3,Yes,37,No,32,Fail
S4174,Female,10,86,8.2,Yes,79,No,53,Pass
S4175,Male,28,66,6.3,Yes,35,Yes,39,Fail
S4176,Male,13,71,6.7,No,84,Yes,57,Pass
S4177,Male,33,63,6.8,Yes,50,Yes,63,Pass
S4178,Male,17,84,5.5,No,79,Yes,59,Pass
S4179,Male,25,94,7.4,No,43,Yes,44,Fail
S4180,Male,30,95,5.8,Yes,72,Yes,58,Pass
S4181,Female,9,94,6.5,Yes,80,Yes,43,Fail
S4182,Male,40,53,4.8,Yes,44,No,46,Fail
S4183,Female,40,98,5.8,Yes,43,Yes,70,Pass
S4184,Male,6,84,8.6,Yes,37,No,34,Fail
S4185,Male,38,73,8.4,No,74,No,65,Pass
S4186,Female,5,89,6.7,Yes,44,Yes,35,Fail
S4187,Female,28,65,5.1,Yes,58,No,52,Pass
S4188,Male,34,76,5.0,No,66,Yes,66,Pass
S4189,Female,29,97,4.7,Yes,92,Yes,66,Pass
S4190,Male,36,58,5.1,Yes,83,Yes,72,Pass
S4191,Female,36,59,7.9,No,45,No,43,Fail
S4192,Male,19,91,9.1,No,61,No,51,Pass
S4193,Male,38,57,7.9,Yes,50,Yes,47,Fail
S4194,Female,19,90,5.3,No,56,Yes,55,Pass
S4195,Female,38,84,8.6,No,35,Yes,61,Pass
S4196,Male,8,89,6.1,Yes,77,No,47,Fail
S4197,Female,34,69,5.5,Yes,30,Yes,43,Fail
S4198,Male,15,98,9.0,Yes,76,Yes,56,Pass
S4199,Female,22,70,7.4,Yes,59,No,42,Fail
S4200,Female,15,93,9.0,Yes,31,Yes,45,Fail
S4201,Male,12,100,5.1,No,59,No,52,Pass
S4202,Male,26,89,6.1,Yes,94,Yes,61,Pass
S4203,Male,26,52,7.1,Yes,45,No,43,Fail
S4204,Male,7,71,5.9,Yes,67,No,44,Fail
S4205,Male,29,100,6.5,No,35,No,46,Fail
S4206,Female,37,94,8.1,No,38,Yes,59,Pass
S4207,Male,22,56,7.7,No,93,Yes,61,Pass
S4208,Male,5,93,6.9,Yes,98,Yes,65,Pass
S4209,Male,10,53,7.6,No,71,No,49,Fail
S4210,Female,38,66,9.3,No,91,Yes,67,Pass
S4211,Male,30,51,4.5,Yes,38,No,30,Fail
S4212,Male,14,84,5.1,No,45,Yes,38,Fail
S4213,Male,16,50,6.4,Yes,48,No,33,Fail
S4214,Male,9,59,7.2,No,95,No,45,Fail
S4215,Male,9,88,7.2,Yes,82,No,52,Pass
S4216,Female,26,60,7.4,Yes,96,Yes,70,Pass
S4217,Female,39,86,8.8,No,78,Yes,65,Pass
S4218,Male,8,60,8.6,No,87,No,44,Fail
S4219,Female,40,77,7.0,Yes,32,Yes,50,Pass
S4220,Female,19,98,7.4,No,65,Yes,53,Pass
S4221,Female,37,85,7.8,Yes,34,No,57,Pass
S4222,Female,14,97,9.3,Yes,49,No,44,Fail
S4223,Male,16,84,7.7,No,41,Yes,49,Fail
S4224,Female,21,54,4.9,Yes,71,No,51,Pass
S4225,Male,23,55,6.5,No,53,Yes,37,Fail
S4226,Female,20,91,8.5,No,36,Yes,34,Fail
S4227,Female,15,100,8.2,Yes,92,Yes,52,Pass
S4228,Female,38,50,6.9,No,58,No,60,Pass
S4229,Male,15,89,7.7,No,65,No,46,Fail
S4230,Male,39,86,4.5,Yes,75,Yes,58,Pass
S4231,Male,32,97,6.4,Yes,61,No,59,Pass
S4232,Female,38,51,7.3,No,81,No,62,Pass
S4233,Female,26,56,9.3,No,60,No,43,Fail
S4234,Female,28,78,6.4,No,86,Yes,74,Pass
S4235,Female,38,96,6.7,Yes,85,No,74,Pass
S4236,Male,17,73,8.8,No,52,Yes,45,Fail
S4237,Male,25,79,6.3,No,50,No,60,Pass
S4238,Male,36,94,5.7,Yes,73,Yes,61,Pass
S4239,Female,24,100,6.1,Yes,62,No,48,Fail
S4240,Female,13,97,8.1,No,52,Yes,42,Fail
S4241,Male,25,98,7.5,No,84,Yes,58,Pass
S4242,Male,38,84,6.8,No,48,No,68,Pass
S4243,Male,33,97,6.2,No,50,No,52,Pass
S4244,Male,31,70,8.1,No,43,Yes,53,Pass
S4245,Female,40,88,5.4,No,53,Yes,72,Pass
S4246,Female,35,69,7.2,Yes,56,No,67,Pass
S4247,Female,21,91,7.5,Yes,34,Yes,43,Fail
S4248,Female,35,60,9.1,Yes,83,Yes,68,Pass
S4249,Female,23,77,6.5,Yes,100,No,72,Pass
S4250,Female,17,63,5.6,No,80,Yes,56,Pass
S4251,Male,28,99,7.0,No,35,No,49,Fail
S4252,Male,22,100,4.5,Yes,64,Yes,62,Pass
S4253,Female,24,98,6.4,Yes,39,No,53,Pass
S4254,Male,10,68,8.2,No,80,No,39,Fail
S4255,Male,37,51,7.4,No,48,Yes,59,Pass
S4256,Male,17,60,7.3,Yes,86,Yes,51,Pass
S4257,Female,19,76,9.4,Yes,70,Yes,44,Fail
S4258,Female,19,71,7.4,Yes,57,No,57,Pass
S4259,Male,36,53,9.2,Yes,52,No,44,Fail
S4260,Female,38,77,6.0,No,40,No,51,Pass
S4261,Male,25,69,7.4,No,30,Yes,32,Fail
S4262,Female,38,83,4.5,No,99,No,68,Pass
S4263,Male,15,59,6.2,No,60,Yes,38,Fail
S4264,Female,6,54,6.9,Yes,31,No,35,Fail
S4265,Female,29,76,5.2,No,34,No,49,Fail
S4266,Female,26,51,5.8,Yes,71,No,58,Pass
S4267,Male,31,60,7.9,Yes,51,Yes,41,Fail
S4268,Female,23,82,6.1,No,68,Yes,54,Pass
S4269,Female,35,87,9.3,Yes,44,No,66,Pass
S4270,Female,29,56,4.7,Yes,46,Yes,52,Pass
S4271,Female,40,85,6.1,Yes,52,No,61,Pass
S4272,Female,31,51,5.1,Yes,84,No,54,Pass
S4273,Female,38,71,6.9,Yes,48,Yes,58,Pass
S4274,Female,6,82,9.4,Yes,55,Yes,30,Fail
S4275,Female,26,96,7.7,Yes,99,No,62,Pass
S4276,Male,31,53,6.4,No,51,No,53,Pass
S4277,Male,5,75,5.7,No,63,Yes,34,Fail
S4278,Female,25,79,9.3,Yes,38,Yes,49,Fail
S4279,Female,9,99,6.9,Yes,79,No,54,Pass
S4280,Female,18,100,8.0,No,69,Yes,59,Pass
S4281,Female,7,72,6.0,Yes,45,No,42,Fail
S4282,Male,10,50,7.7,No,31,Yes,32,Fail
S4283,Female,39,59,6.2,Yes,49,No,46,Fail
S4284,Female,6,59,6.1,Yes,44,Yes,29,Fail
S4285,Male,34,71,7.3,No,48,No,44,Fail
S4286,Male,24,84,6.5,Yes,79,No,57,Pass
S4287,Female,10,71,9.0,No,90,Yes,46,Fail
S4288,Male,38,52,4.9,No,31,No,52,Pass
S4289,Male,25,68,8.5,No,52,Yes,53,Pass
S4290,Male,18,66,6.2,Yes,62,Yes,45,Fail
S4291,Female,6,99,5.0,Yes,52,Yes,48,Fail
S4292,Male,19,71,5.2,Yes,61,Yes,57,Pass
S4293,Male,35,68,9.2,Yes,83,No,71,Pass
S4294,Male,9,92,9.2,No,90,Yes,52,Pass
S4295,Female,24,82,4.6,Yes,65,Yes,52,Pass
S4296,Female,14,100,7.2,Yes,68,Yes,57,Pass
S4297,Male,12,74,4.8,No,95,No,50,Pass
S4298,Male,23,78,7.8,Yes,80,Yes,66,Pass
S4299,Male,9,94,9.3,No,94,Yes,57,Pass
S4300,Female,6,64,8.7,Yes,35,Yes,34,Fail
S4301,Male,35,66,6.3,No,52,No,48,Fail
S4302,Male,21,58,9.4,No,45,No,51,Pass
S4303,Male,6,70,6.1,No,38,Yes,30,Fail
S4304,Male,15,94,7.0,Yes,31,Yes,43,Fail
S4305,Male,23,66,6.5,Yes,69,No,56,Pass
S4306,Male,12,61,7.2,Yes,93,Yes,48,Fail
S4307,Female,39,63,8.9,No,70,No,58,Pass
S4308,Male,38,62,6.3,Yes,42,No,58,Pass
S4309,Female,5,51,8.8,Yes,75,No,39,Fail
S4310,Male,13,65,5.4,Yes,39,Yes,25,Fail
